SSYUKKA,SYUKKASAKI,SYUKKAKOKU,UKEIRE,HINBAN,NONYUHIBIN,SMAKER,SKOKU,SEBANGO,PLANKANBANSU,SAKUSEITIME,移動工数,高さ,サイズ種類,ストア,納入先,引取済,登録日時,登録者,入車時間,_truck_key,_has_special_hinban,ローカルグループ番号,山通番,グループ番号,グルーピング番号
02N,8482,W,B7,581167801100,2026082105,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:35Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,343,,
02N,8482,W,B3,581167801100,2026082505,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:22Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,344,,
02N,8482,W,B7,581167801100,2026082505,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:35Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,344,,
02N,8482,W,B7,537224207090,2026082505,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:33Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,344,,
02N,8482,W,B3,581167801100,2026082705,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:23Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,345,,
02N,8482,W,B7,581167801100,2026082705,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:36Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,345,,
02N,8482,W,B7,537224207090,2026082705,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:33Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,345,,
02N,8482,W,B7,581164203000,2026082706,1000,N,726,1,,313.74,830,1,C15-B-5,KVC,未,2026-09-10T10:50:35Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,346,,
02N,8482,W,B7,537224207090,2026082706,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:33Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,346,,
02N,8482,W,B7,537214206090,2026082505,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:29Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,346,,
02N,8482,W,B7,537214206090,2026082706,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:29Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,346,,
02N,8482,W,B7,582114202000,2026082805,1000,N,728,1,,346.5,550,1,C12-B-6,KVC,未,2026-09-10T10:50:38Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,347,,
02N,8482,W,B3,581167801100,2026082805,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:26Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,347,,
02N,8482,W,B7,581167801100,2026082805,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:36Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,347,,
02N,1000,K,K5,583114214100,2026090405,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-10T10:50:58Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,348,,
02N,1000,K,K5,581164203000,2026090405,829,L,726,1,,313.74,830,1,C15-B-5,高岡,未,2026-09-10T10:50:56Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,348,,
02N,1000,K,K5,537224207000,2026090405,829,L,720,1,,194.1302,515,1,L12-D-8,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,348,,
02N,2982,2,07,631426010000,2026090705,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:40Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,349,,
02N,2982,2,07,631426010000,2026090705,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:40Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,349,,
02N,2982,2,06,486236006000,2026090705,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:19Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,350,,
02N,2982,2,06,486226006000,2026090705,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-10T10:51:18Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,350,,
02N,2982,2,06,486216006000,2026090705,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:16Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,350,,
02N,7371,4,28,582114202000,2026090705,1000,N,728,1,,346.5,550,1,C12-B-6,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,351,,
02N,7371,4,28,583114214100,2026090705,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,351,,
02N,7371,4,28,583114214100,2026090705,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,351,,
02N,7371,4,61,583114214100,2026090805,1000,N,730,1,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:14Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,2.0,352,,
02N,8482,W,B7,537214206090,2026083105,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:29Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,352,,
02N,2982,2,07,617426014000,2026090711,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:35Z,"Kotani, Miki/小谷 美輝",11:06,11:06,False,4.0,352,,
02N,2982,2,06,486246006000,2026090805,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-10T10:51:22Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,353,,
02N,2982,2,06,486226006000,2026090805,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-10T10:51:18Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,353,,
02N,2982,2,07,616236014000,2026090805,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:28Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,353,,
02N,2982,2,07,617416014000,2026090805,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,354,,
02N,2982,2,07,617416014000,2026090805,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,354,,
02N,2982,2,07,617426014000,2026090805,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:35Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,354,,
02N,7371,4,28,582114202000,2026090805,1000,N,728,1,,346.5,550,1,C12-B-6,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,355,,
02N,7371,4,28,583114214100,2026090805,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,355,,
02N,7371,4,28,583114214100,2026090805,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,355,,
02N,8482,W,B7,537214206090,2026082705,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:29Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,356,,
02N,2982,2,07,616236014000,2026090809,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:28Z,"Kotani, Miki/小谷 美輝",07:55,07:55,False,3.0,356,,
02N,2982,2,07,616246010000,2026090809,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",07:55,07:55,False,3.0,356,,
02N,2982,2,07,617416014000,2026090809,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",07:55,07:55,False,3.0,356,,
02N,8482,W,B7,537214206090,2026090805,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:30Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,357,,
02N,2982,2,07,617426014000,2026091012,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",12:05,12:05,False,4.0,357,,
02N,2982,2,07,617426014000,2026090812,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:35Z,"Kotani, Miki/小谷 美輝",12:05,12:05,False,4.0,357,,
02N,8482,W,B3,581167801100,2026090905,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:27Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,358,,
02N,8482,W,B7,581167801100,2026090905,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:37Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,358,,
02N,8482,W,B7,537224207090,2026090905,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:34Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,358,,
02N,2982,2,07,631426010000,2026090905,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:41Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,359,,
02N,2982,2,07,631426010000,2026090905,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:41Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,359,,
02N,2982,2,06,486246006000,2026090905,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-10T10:51:22Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,360,,
02N,2982,2,06,486236006000,2026090905,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:21Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,360,,
02N,2982,2,06,486216006000,2026090905,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:16Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,360,,
02N,2982,2,07,616236014000,2026090905,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:28Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,361,,
02N,2982,2,07,617416014000,2026090905,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:32Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,361,,
02N,2982,2,07,617426014000,2026090905,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:35Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,361,,
02N,7371,4,28,583114214100,2026090905,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,362,,
02N,7371,4,28,583114214100,2026090905,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,362,,
02N,7371,4,61,583114214100,2026090905,1000,N,730,1,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:15Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,362,,
02N,8482,W,B3,581167801100,2026090908,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:27Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,363,,
02N,8482,W,B7,537224207090,2026082105,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:32Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,363,,
02N,8482,W,B7,537214206090,2026082105,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:28Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,363,,
02N,8482,W,B7,537214206090,2026090908,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:32Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,363,,
02N,2982,2,06,486236006000,2026091005,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:21Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,364,,
02N,2982,2,06,486216006000,2026091005,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:17Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,364,,
02N,2982,2,07,616236014000,2026091005,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,364,,
02N,2982,2,07,616246010000,2026091005,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:30Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,365,,
02N,2982,2,07,617416014000,2026091005,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:32Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,365,,
02N,2982,2,07,617426014000,2026091005,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,365,,
02N,7371,4,28,583114214100,2026091005,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,366,,
02N,7371,4,28,583114214100,2026091005,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,366,,
02N,2982,2,07,631426010000,2026090812,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:41Z,"Kotani, Miki/小谷 美輝",12:05,12:05,True,1.0,366,,
02N,8482,W,B3,581167801100,2026091105,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:28Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,367,,
02N,8482,W,B7,581167801100,2026091105,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:37Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,367,,
02N,8482,W,B7,537214206090,2026091105,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:32Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,367,,
02N,2982,2,07,631426010000,2026091105,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:42Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,368,,
02N,2982,2,07,617426014000,2026090705,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:35Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,4.0,368,,
02N,2982,2,07,617426014000,2026091005,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,4.0,368,,
02N,2982,2,06,486236006000,2026091105,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:21Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,369,,
02N,2982,2,06,486226006000,2026091105,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-10T10:51:19Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,369,,
02N,2982,2,07,616236014000,2026091105,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,369,,
02N,2982,2,07,616246010000,2026091105,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,370,,
02N,2982,2,07,617416014000,2026091105,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:34Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,370,,
02N,2982,2,07,617426014000,2026091105,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,370,,
02N,2982,2,07,617426014000,2026091105,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,4.0,371,,
02N,8482,W,B3,581167801100,2026091108,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:28Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,372,,
02N,8482,W,B7,537224207090,2026082405,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:32Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,372,,
02N,8482,W,B7,537214206090,2026091108,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:32Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,372,,
02N,8482,W,B7,537214206090,2026082405,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:28Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,372,,
02N,8482,W,B7,581167801100,2026091109,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:37Z,"Kotani, Miki/小谷 美輝",22:41,22:41,False,1.0,373,,
02N,8482,W,B7,537224207090,2026091109,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:34Z,"Kotani, Miki/小谷 美輝",22:41,22:41,False,1.0,373,,
02N,2982,2,W5,671456020000,2026090705,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-10T10:51:43Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,1.0,373,,
02N,2982,2,W5,671466020000,2026090705,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-10T10:51:45Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,1.0,373,,
02N,2982,2,06,486246006000,2026091205,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-10T10:51:23Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,374,,
02N,2982,2,06,486236006000,2026091205,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:21Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,374,,
02N,2982,2,06,486226006000,2026091205,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-10T10:51:19Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,374,,
02N,8482,W,B7,537214206090,2026090809,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:30Z,"Kotani, Miki/小谷 美輝",22:41,22:41,False,1.0,375,,
02N,2982,2,06,486216006000,2026091205,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:17Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,375,,
02N,2982,2,07,616236014000,2026091205,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,375,,
02N,2982,2,07,616246010000,2026091205,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,375,,
02N,2982,2,07,631426010000,2026091205,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:43Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,376,,
02N,2982,2,07,617416014000,2026091205,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:34Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,4.0,376,,
02N,2982,2,07,617426014000,2026091205,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:37Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,4.0,376,,
02N,8482,W,B3,581167801100,2026091405,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:28Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,377,,
02N,8482,W,B7,581167801100,2026091405,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:37Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,377,,
02N,8482,W,B7,537224207090,2026091405,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:34Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,377,,
02N,8482,W,B7,581167801100,2026091406,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:37Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,378,,
02N,8482,W,B7,537224207090,2026082805,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:33Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,378,,
02N,8482,W,B7,537214206090,2026082805,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:29Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,378,,
02N,8482,W,B7,537214206090,2026091406,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:32Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,378,,
02N,2982,2,07,616236014000,2026090705,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:28Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,379,,
02N,2982,2,07,616246010000,2026090705,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,379,,
02N,2982,2,07,617416014000,2026090705,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,379,,
02N,1000,K,K5,583114214100,2026090805,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-10T10:50:58Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,380,,
02N,1000,K,K5,581164203000,2026090805,829,L,726,1,,313.74,830,1,C15-B-5,高岡,未,2026-09-10T10:50:57Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,380,,
02N,8482,W,B7,537224207090,2026091005,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:34Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,381,,
02N,8482,W,B7,537224207090,2026091106,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:34Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,381,,
02N,2982,2,07,5831160F1000,2026090705,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-10T10:51:24Z,"Kotani, Miki/小谷 美輝",22:18,22:18,,,382,35.0,
02N,2982,2,07,5831160F1000,2026090805,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-10T10:51:24Z,"Kotani, Miki/小谷 美輝",22:18,22:18,,,382,35.0,
02N,2982,2,07,5831160F1000,2026090905,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-10T10:51:25Z,"Kotani, Miki/小谷 美輝",22:18,22:18,,,383,36.0,
02N,2982,2,07,5831160F1000,2026091105,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-10T10:51:26Z,"Kotani, Miki/小谷 美輝",22:18,22:18,,,383,36.0,
02N,2982,2,07,5831160F4000,2026090705,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-10T10:51:26Z,"Kotani, Miki/小谷 美輝",22:18,22:18,,,384,37.0,
02N,2982,2,07,5831160F4000,2026090805,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-10T10:51:27Z,"Kotani, Miki/小谷 美輝",22:18,22:18,,,384,37.0,
02N,7371,4,21,551124202000,2026090705,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:10Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,385,63.0,
02N,7371,4,21,551124202000,2026090805,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:10Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,385,63.0,
02N,7371,4,21,551124202000,2026090905,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:10Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,386,64.0,
02N,7371,4,21,551124202000,2026091105,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,386,64.0,
02N,7371,4,61,551124202000,2026090805,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:14Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,387,65.0,
02N,7371,4,61,551124202000,2026090905,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:14Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,387,65.0,
02N,7371,4,61,551124202000,2026091005,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:14Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,388,66.0,
02N,7371,4,21,551124201000,2026090705,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,388,66.0,
02N,7371,4,21,551124201000,2026090805,1000,N,715,2,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,389,67.0,
02N,7371,4,21,551124201000,2026090805,1000,N,715,2,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,389,67.0,
02N,7371,4,21,551124201000,2026090905,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,390,68.0,
02N,7371,4,21,551124201000,2026091005,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",12:30,12:30,,,390,68.0,
